date,OT,mem_usages
1970-01-01 1:51,34.5,87.66666667
1970-01-01 1:52,35,87.33333333
1970-01-01 1:53,38.5,84.83333333
1970-01-01 1:54,41.66666667,85.66666667
1970-01-01 1:55,32.16666667,85.5
1970-01-01 1:56,26.16666667,84.33333333
1970-01-01 1:57,24.16666667,84.83333333
1970-01-01 1:58,26.33333333,85
1970-01-01 1:59,23.8,85.4
1970-01-01 2:00,28.16666667,85.66666667
1970-01-01 2:01,36.33333333,86.33333333
1970-01-01 2:02,34.83333333,86.33333333
1970-01-01 2:03,37,87.33333333
1970-01-01 2:04,32,86.5
1970-01-01 2:05,31.33333333,85.66666667
1970-01-01 2:06,33.66666667,86.16666667
1970-01-01 2:07,32.33333333,85.33333333
1970-01-01 2:08,32.83333333,85.5
1970-01-01 2:09,32.5,85.83333333
1970-01-01 2:10,32.16666667,85.33333333
1970-01-01 2:11,28.66666667,86
1970-01-01 2:12,29.66666667,86
1970-01-01 2:13,31.5,87.33333333
1970-01-01 2:14,42.16666667,88.5
1970-01-01 2:15,31.33333333,88.66666667
1970-01-01 2:16,32,89
1970-01-01 2:17,26.83333333,87.83333333
1970-01-01 2:18,23.83333333,86.16666667
1970-01-01 2:19,26.16666667,83.83333333
1970-01-01 2:20,29.66666667,83.16666667
1970-01-01 2:21,24.5,82.33333333
1970-01-01 2:22,26,83
1970-01-01 2:23,27.33333333,83.5
1970-01-01 2:24,28.83333333,83.83333333
1970-01-01 2:25,25.5,83.33333333
1970-01-01 2:26,28,84.2
1970-01-01 2:27,29.16666667,84.5
1970-01-01 2:28,25.5,83.5
1970-01-01 2:29,22.33333333,82.16666667
1970-01-01 2:30,29.66666667,82.16666667
1970-01-01 2:31,36.33333333,82
1970-01-01 2:32,37.16666667,83.16666667
1970-01-01 2:33,36.33333333,83
1970-01-01 2:34,34.5,82.16666667
1970-01-01 2:35,29,82.83333333
1970-01-01 2:36,26.16666667,82.5
1970-01-01 2:37,24.33333333,82.16666667
1970-01-01 2:38,26.33333333,82.83333333
1970-01-01 2:39,27.66666667,82.66666667
1970-01-01 2:40,28,83.66666667
1970-01-01 2:41,27.16666667,83.33333333
1970-01-01 2:42,28.33333333,84.33333333
1970-01-01 2:43,28.5,85.33333333
1970-01-01 2:44,27.5,85.83333333
1970-01-01 2:45,30.33333333,85.83333333
1970-01-01 2:46,25,84.16666667
1970-01-01 2:47,23.16666667,83.66666667
1970-01-01 2:48,27.5,83.16666667
1970-01-01 2:49,27.5,82.66666667
1970-01-01 2:50,24.5,81.83333333
1970-01-01 2:51,22.66666667,82
1970-01-01 2:52,20.33333333,81.66666667
1970-01-01 2:53,21.83333333,82.66666667
1970-01-01 2:54,24.66666667,84.16666667
1970-01-01 2:55,23,83.33333333
1970-01-01 2:56,23.66666667,83.5
1970-01-01 2:57,22.16666667,83.5
1970-01-01 2:58,22.83333333,83.83333333
1970-01-01 2:59,24.5,85.16666667
1970-01-01 3:00,29,84.66666667
1970-01-01 3:01,27.83333333,85.33333333
1970-01-01 3:02,29.5,85.83333333
1970-01-01 3:03,28.83333333,85.83333333
1970-01-01 3:04,28.5,86.16666667
1970-01-01 3:05,28.66666667,87.83333333
1970-01-01 3:06,20.33333333,87
1970-01-01 3:07,21.5,86.16666667
1970-01-01 3:08,21.66666667,86.5
1970-01-01 3:09,20.5,86.33333333
1970-01-01 3:10,26.33333333,86.16666667
1970-01-01 3:11,21.16666667,83.33333333
1970-01-01 3:12,20.83333333,82.66666667
1970-01-01 3:13,22.83333333,82.33333333
1970-01-01 3:14,24.16666667,82.16666667
1970-01-01 3:15,22.83333333,81.33333333
1970-01-01 3:16,27,81.66666667
1970-01-01 3:17,26.66666667,82.66666667
1970-01-01 3:18,21.33333333,82.33333333
1970-01-01 3:19,23.33333333,82.33333333
1970-01-01 3:20,24.16666667,83.5
1970-01-01 3:21,24.16666667,83.83333333
1970-01-01 3:22,27.5,83.5
1970-01-01 3:23,28.66666667,84.33333333
1970-01-01 3:24,31.33333333,84.16666667
1970-01-01 3:25,35.16666667,86.16666667
1970-01-01 3:26,38.16666667,87.66666667
1970-01-01 3:27,32,87.16666667
1970-01-01 3:28,31.83333333,86.33333333
1970-01-01 3:29,30.5,85.16666667
1970-01-01 3:30,33,84.5
1970-01-01 3:31,31.16666667,83.5
1970-01-01 3:32,26.5,83.33333333
1970-01-01 3:33,26.33333333,81.66666667
1970-01-01 3:34,19.66666667,81.66666667
1970-01-01 3:47,29.66666667,86.66666667
1970-01-01 3:48,36.16666667,88.83333333
1970-01-01 3:49,35.33333333,88
1970-01-01 3:50,33.83333333,87.16666667
1970-01-01 3:51,31.5,86.5
1970-01-01 3:52,33.83333333,86.83333333
1970-01-01 3:53,42.33333333,87.66666667
1970-01-01 4:30,26.66666667,84.66666667
1970-01-01 4:31,27,84.66666667
1970-01-01 4:32,31.66666667,83.83333333
1970-01-01 4:33,28.66666667,84.66666667
1970-01-01 4:34,29.66666667,85.33333333
1970-01-01 4:35,25.33333333,84.66666667
1970-01-01 4:36,24,83.83333333
1970-01-01 4:37,24.33333333,84.5
1970-01-01 4:38,24.83333333,85
1970-01-01 4:39,24,83.66666667
1970-01-01 4:40,26,83.66666667
1970-01-01 4:41,22.83333333,83.5
1970-01-01 4:42,24.16666667,83.33333333
1970-01-01 4:43,22.66666667,83.5
1970-01-01 4:44,20.66666667,82.66666667
1970-01-01 4:45,21.16666667,83.5
1970-01-01 4:46,46,87.16666667
1970-01-01 4:47,44.5,87
1970-01-01 4:48,37.33333333,86
1970-01-01 4:49,37.33333333,86.33333333
1970-01-01 4:50,35,86.33333333
1970-01-01 4:51,35.8,87.2
1970-01-01 4:52,29.33333333,85.83333333
1970-01-01 4:53,29.66666667,85.16666667
1970-01-01 4:54,35,85.16666667
1970-01-01 4:55,31.2,86.4
1970-01-01 4:56,27.5,86.66666667
1970-01-01 4:57,27.33333333,86.16666667
1970-01-01 4:58,26.33333333,85
1970-01-01 4:59,29.5,86
1970-01-01 5:00,28,86.33333333
1970-01-01 5:01,27.66666667,87
1970-01-01 5:02,26.83333333,85.66666667
1970-01-01 5:03,26.33333333,85.5
1970-01-01 5:04,23.16666667,85.66666667
1970-01-01 5:05,21.83333333,85.16666667
1970-01-01 5:06,23.83333333,84.83333333
1970-01-01 5:07,24,85.33333333
1970-01-01 5:08,21.16666667,85.5
1970-01-01 5:09,23.5,86
1970-01-01 5:10,24.33333333,86.16666667
1970-01-01 5:11,25.83333333,85
1970-01-01 5:12,34.83333333,87.16666667
1970-01-01 5:13,31,86.83333333
1970-01-01 5:14,27.33333333,85.66666667
1970-01-01 5:15,27.33333333,84.16666667
1970-01-01 5:16,36.33333333,86.16666667
1970-01-01 5:17,26.66666667,84.83333333
1970-01-01 5:18,23.33333333,84.5
1970-01-01 5:19,24,84.33333333
1970-01-01 5:20,27.83333333,85.33333333
1970-01-01 5:21,25.33333333,84.83333333
1970-01-01 5:22,22.16666667,84.83333333
1970-01-01 5:23,23.83333333,84.83333333
1970-01-01 5:24,23.83333333,84.83333333
1970-01-01 5:25,46.16666667,87
1970-01-01 5:26,42.5,87.16666667
1970-01-01 5:27,41.83333333,87.66666667
1970-01-01 5:29,34.16666667,88
1970-01-01 5:31,24,87.5
1970-01-01 5:33,44.16666667,90.5
1970-01-01 5:34,42.66666667,89
1970-01-01 5:35,57.5,87.83333333
1970-01-01 5:36,55.75,88.5
1970-01-01 5:39,58.66666667,90
1970-01-01 5:40,50.33333333,89.33333333
1970-01-01 5:41,53.5,90.33333333
1970-01-01 5:42,55.33333333,91.16666667
1970-01-01 5:44,40.33333333,88.5
1970-01-01 5:47,52.5,91
1970-01-01 5:48,50.16666667,89.5
1970-01-01 5:49,48.16666667,89.83333333
1970-01-01 5:50,42.16666667,88.83333333
1970-01-01 5:51,42.83333333,90.83333333
1970-01-01 5:52,48.83333333,89.16666667
1970-01-01 5:54,49.5,87.83333333
1970-01-01 5:56,39.5,89.33333333
1970-01-01 5:57,47.66666667,89.83333333
1970-01-01 5:58,38.83333333,89.66666667
1970-01-01 6:00,40.5,90.16666667
1970-01-01 6:02,47.16666667,90.66666667
1970-01-01 6:03,51,90.66666667
1970-01-01 6:04,55.83333333,91.66666667
1970-01-01 6:05,52.33333333,92
1970-01-01 6:06,46.83333333,91.5
1970-01-01 6:07,45.66666667,91.33333333
1970-01-01 6:10,50.16666667,90.5
1970-01-01 6:11,66,92.83333333
1970-01-01 6:12,71.33333333,95.66666667
1970-01-01 6:13,73.33333333,96.33333333
1970-01-01 6:14,72.33333333,95.16666667
1970-01-01 6:16,81.16666667,96.33333333
1970-01-01 6:17,81.33333333,94.83333333
1970-01-01 6:18,81,94.83333333
1970-01-01 6:19,79.33333333,94.33333333
1970-01-01 6:21,78.5,94.66666667
1970-01-01 6:22,75.16666667,96.83333333
1970-01-01 6:23,64.5,95.33333333
1970-01-01 6:24,57.83333333,92
1970-01-01 6:25,49,89
1970-01-01 6:26,54.4,89.2
1970-01-01 6:27,45,88
1970-01-01 6:28,51.83333333,89.33333333
1970-01-01 6:29,61.8,89
1970-01-01 6:30,61.66666667,90
1970-01-01 6:31,56.4,92.4
1970-01-01 6:32,55.5,92.5
1970-01-01 6:33,56.33333333,92
1970-01-01 6:34,57,93.16666667
1970-01-01 6:35,63.33333333,94.33333333
1970-01-01 6:36,60.5,92.5
1970-01-01 6:37,61.16666667,94.5
1970-01-01 6:38,59.83333333,94.33333333
1970-01-01 6:39,58.83333333,93.66666667
1970-01-01 6:40,54.5,92.33333333
1970-01-01 6:41,54.16666667,93.16666667
1970-01-01 6:42,53.5,93
1970-01-01 6:43,53,94.5
1970-01-01 6:44,60.33333333,93.16666667
1970-01-01 6:45,55,92.66666667
1970-01-01 6:46,50,92.66666667
1970-01-01 6:47,50.83333333,92.66666667
1970-01-01 6:48,50.33333333,91.83333333
1970-01-01 6:49,50.83333333,91.16666667
1970-01-01 6:50,54.33333333,92.33333333
1970-01-01 6:52,56.66666667,94
1970-01-01 6:53,53.83333333,94.16666667
1970-01-01 6:55,43.16666667,90.83333333
1970-01-01 6:56,49.83333333,87.66666667
1970-01-01 6:57,53,90
1970-01-01 6:58,51.33333333,91.33333333
1970-01-01 6:59,45.16666667,87.83333333
1970-01-01 7:00,47,87.5
1970-01-01 7:01,50.16666667,86.33333333
1970-01-01 7:02,54.66666667,88.66666667
1970-01-01 7:04,52.16666667,86.83333333
1970-01-01 7:05,51,87
1970-01-01 7:06,48.5,87.66666667
1970-01-01 7:07,46.33333333,87
1970-01-01 7:09,43.83333333,86.5
1970-01-01 7:10,43.66666667,85.33333333
1970-01-01 7:11,59.66666667,85.66666667
1970-01-01 7:13,44,88
1970-01-01 7:15,48.5,88
1970-01-01 7:16,49,88.16666667
1970-01-01 7:17,50.83333333,87.83333333
1970-01-01 7:18,46,87.33333333
1970-01-01 7:19,42.66666667,87.16666667
1970-01-01 7:21,43.66666667,86.5
1970-01-01 7:22,44.33333333,85.66666667
1970-01-01 7:23,45,86.66666667
1970-01-01 7:24,45.16666667,87.83333333
1970-01-01 7:29,49.66666667,92.33333333
1970-01-01 7:30,49.83333333,91
1970-01-01 7:31,47.66666667,90.5
1970-01-01 7:32,56,90
1970-01-01 7:33,42.5,88
1970-01-01 7:34,37.66666667,88.5
1970-01-01 7:35,47.66666667,91.83333333
1970-01-01 7:36,44.5,91.83333333
1970-01-01 7:37,43.5,92.16666667
1970-01-01 7:38,42.66666667,92
1970-01-01 7:39,52.16666667,92.66666667
1970-01-01 7:40,53,92.83333333
1970-01-01 7:41,44.66666667,92
1970-01-01 7:42,41.83333333,92.5
1970-01-01 7:43,46.33333333,91.66666667
1970-01-01 7:44,47.5,90.83333333
1970-01-01 7:45,44.66666667,90.33333333
1970-01-01 7:46,42,90.16666667
1970-01-01 7:47,38.33333333,88
1970-01-01 7:48,42.83333333,90.16666667
1970-01-01 7:49,38.33333333,89.66666667
1970-01-01 7:50,37,88.16666667
1970-01-01 7:51,41.33333333,88.83333333
1970-01-01 7:53,44.83333333,90.16666667
1970-01-01 7:54,43.16666667,89.66666667
1970-01-01 7:55,44.83333333,89.66666667
1970-01-01 7:56,45.33333333,91.5
1970-01-01 7:57,44,92
1970-01-01 7:58,49.16666667,92.5
1970-01-01 7:59,46.16666667,92.83333333
1970-01-01 8:00,54.66666667,92.5
1970-01-01 8:01,68.33333333,94
1970-01-01 8:02,62.2,92.8
1970-01-01 8:03,60.66666667,90.83333333
1970-01-01 8:04,53.83333333,91
1970-01-01 8:05,52.33333333,90
1970-01-01 8:06,52.66666667,88.33333333
1970-01-01 8:07,51.16666667,88.33333333
1970-01-01 8:08,47.66666667,89.83333333
1970-01-01 8:09,41.66666667,87.66666667
1970-01-01 8:10,46,88.83333333
1970-01-01 8:11,46,87.5
1970-01-01 8:12,44,88.16666667
1970-01-01 8:13,48.16666667,88.83333333
1970-01-01 8:14,51.16666667,88.5
1970-01-01 8:15,49,90.33333333
1970-01-01 8:16,48.16666667,89.5
1970-01-01 8:17,43.33333333,89.83333333
1970-01-01 8:18,64.5,91.5
1970-01-01 8:19,58.66666667,90.33333333
1970-01-01 8:20,43.66666667,88.33333333
1970-01-01 8:21,40.33333333,89.83333333
1970-01-01 8:22,40.16666667,89.83333333
1970-01-01 8:23,39.33333333,90.16666667
1970-01-01 8:24,46.83333333,92.33333333
1970-01-01 8:25,46.33333333,92.5
1970-01-01 8:26,41.83333333,88.33333333
1970-01-01 8:27,52,87.66666667
1970-01-01 8:28,49.16666667,89.33333333
1970-01-01 8:29,42.66666667,90.83333333
1970-01-01 8:30,45.33333333,90.33333333
1970-01-01 8:31,40.66666667,89.16666667
1970-01-01 8:32,35.83333333,87.5
1970-01-01 8:33,38,87.5
1970-01-01 8:34,39.5,86.5
1970-01-01 8:35,36.16666667,87.16666667
1970-01-01 8:36,33.83333333,86
1970-01-01 8:37,37.5,86.33333333
1970-01-01 8:38,40.83333333,87.33333333
1970-01-01 8:39,46.83333333,87.33333333
1970-01-01 8:40,41.83333333,88.16666667
1970-01-01 8:41,36.83333333,87.33333333
1970-01-01 8:42,37,87
1970-01-01 8:43,35.33333333,86.16666667
1970-01-01 8:44,37.83333333,87
1970-01-01 8:45,36.66666667,86.66666667
1970-01-01 8:46,37.66666667,87.33333333
1970-01-01 8:47,35.8,86.8
1970-01-01 8:48,35.33333333,85.83333333
1970-01-01 8:49,35.5,86.83333333
1970-01-01 8:50,36.66666667,85
1970-01-01 8:51,38.66666667,85
1970-01-01 8:52,40.16666667,85.83333333
1970-01-01 8:53,39,86
1970-01-01 8:54,41.5,86.83333333
1970-01-01 8:55,41.5,88
1970-01-01 8:56,39.83333333,88.83333333
1970-01-01 8:57,40.16666667,88.33333333
1970-01-01 8:58,38.83333333,88
1970-01-01 8:59,37.5,87.66666667
1970-01-01 9:00,39.83333333,87.66666667
1970-01-01 9:01,46.83333333,87.16666667
1970-01-01 9:02,41.16666667,85.66666667
1970-01-01 9:03,48.16666667,89.16666667
1970-01-01 9:04,50,89.16666667
1970-01-01 9:05,47.66666667,88.33333333
1970-01-01 9:06,39.5,87.16666667
1970-01-01 9:07,36.33333333,87
1970-01-01 9:08,43.66666667,87.66666667
1970-01-01 9:09,51.83333333,89.16666667
1970-01-01 9:10,52.66666667,90.83333333
1970-01-01 9:11,48.16666667,90
1970-01-01 9:12,49.16666667,90.5
1970-01-01 9:13,49.83333333,90
1970-01-01 9:14,43.83333333,89.33333333
1970-01-01 9:15,44.33333333,89.33333333
1970-01-01 9:16,40.5,88.5
1970-01-01 9:17,37.16666667,87.5
1970-01-01 9:18,39.33333333,88.16666667
1970-01-01 9:19,36.33333333,87.5
1970-01-01 9:20,39.33333333,87.66666667
1970-01-01 9:21,45.16666667,89
1970-01-01 9:22,43.33333333,87.83333333
1970-01-01 9:23,45,88.5
1970-01-01 9:24,49.5,86.33333333
1970-01-01 9:25,41.5,85.5
1970-01-01 9:26,38,85.5
1970-01-01 9:27,44.66666667,86.16666667
1970-01-01 9:28,40.33333333,86.5
1970-01-01 9:29,44.5,87.5
1970-01-01 9:30,45.83333333,88
1970-01-01 9:31,41.16666667,87
1970-01-01 9:32,42,87
1970-01-01 9:33,37,86
1970-01-01 9:34,37.5,85.83333333
1970-01-01 9:35,38.66666667,85.66666667
1970-01-01 9:36,41.5,85.66666667
1970-01-01 9:37,39.5,85.66666667
1970-01-01 9:38,40.66666667,86.33333333
1970-01-01 9:39,37.83333333,85.66666667
1970-01-01 9:40,40.83333333,86.5
1970-01-01 9:41,43.83333333,86.66666667
1970-01-01 9:42,39.5,85.66666667
1970-01-01 9:43,37,85.16666667
1970-01-01 9:44,41.33333333,86
1970-01-01 9:45,38,85.16666667
1970-01-01 9:46,43.83333333,87.16666667
1970-01-01 9:47,50.83333333,88.5
1970-01-01 9:48,47,88
1970-01-01 12:22,31.16666667,90.66666667
1970-01-01 12:23,27.66666667,90.16666667
1970-01-01 12:24,29.33333333,90.33333333
1970-01-01 12:25,33.83333333,90.16666667
1970-01-01 12:26,26.16666667,90.16666667
1970-01-01 12:27,25.16666667,89.16666667
1970-01-01 12:28,20.66666667,89
1970-01-01 12:29,24,89.83333333
1970-01-01 12:30,26,90.5
1970-01-01 12:31,27.83333333,91.66666667
1970-01-01 12:32,26,90.83333333
1970-01-01 12:33,22.5,90
1970-01-01 12:34,24.5,90
1970-01-01 12:35,23.83333333,90
1970-01-01 12:36,21.83333333,90
1970-01-01 12:37,19.83333333,89.83333333
1970-01-01 12:38,21.66666667,90
1970-01-01 12:39,36.66666667,90.5
1970-01-01 12:40,41.66666667,90
1970-01-01 12:41,42.2,90.2
1970-01-01 12:42,44.16666667,91
1970-01-01 12:43,32.16666667,90.83333333
1970-01-01 12:44,23.33333333,90
1970-01-01 12:45,25,90
1970-01-01 12:46,28.33333333,90.5
1970-01-01 12:47,31.33333333,92.16666667
1970-01-01 12:48,37.16666667,93.33333333
1970-01-01 12:49,35.16666667,93.66666667
1970-01-01 12:50,35,94.33333333
1970-01-01 12:51,37.66666667,95.66666667
1970-01-01 12:52,40,96.16666667
1970-01-01 12:53,36,93
1970-01-01 12:54,33,91.4
1970-01-01 12:55,29.4,90.2
1970-01-01 12:56,24.66666667,89
1970-01-01 12:57,24.83333333,88.66666667
1970-01-01 12:58,24.66666667,88.5
1970-01-01 12:59,25.66666667,88.83333333
1970-01-01 13:00,29,90.33333333
1970-01-01 13:01,27.66666667,90.16666667
1970-01-01 13:02,26.5,90
1970-01-01 13:03,25.66666667,90.66666667
1970-01-01 13:04,27.33333333,91.83333333
1970-01-01 13:05,29,92.33333333
1970-01-01 13:06,30,93.33333333
1970-01-01 13:07,28.66666667,93.83333333
1970-01-01 13:08,28,93.5
1970-01-01 13:09,29.16666667,94
1970-01-01 13:10,31,93.33333333
1970-01-01 13:11,32.33333333,93.66666667
1970-01-01 13:12,32.33333333,93.83333333
1970-01-01 13:13,32.5,92.16666667
1970-01-01 13:14,30.5,91
1970-01-01 13:15,33.16666667,91.33333333
1970-01-01 13:16,34.83333333,92
1970-01-01 13:17,31.16666667,92.16666667
1970-01-01 13:18,40,92.33333333
1970-01-01 13:19,37.5,92.83333333
1970-01-01 13:20,32.83333333,92.16666667
1970-01-01 13:21,33.33333333,92.33333333
1970-01-01 13:22,33.83333333,93
1970-01-01 13:23,28,93
1970-01-01 13:25,29.75,93.5
1970-01-01 13:26,27.5,92.83333333
1970-01-01 13:27,27.5,92.83333333
1970-01-01 13:28,28.66666667,92.16666667
1970-01-01 13:29,32,92.16666667
1970-01-01 13:30,47.83333333,94
1970-01-01 13:31,36.5,93.5
1970-01-01 13:32,31.66666667,93.66666667
1970-01-01 13:33,37.33333333,95
1970-01-01 13:34,30.66666667,95.66666667
1970-01-01 13:35,29.16666667,95.33333333
1970-01-01 13:36,29,95.33333333
1970-01-01 13:37,26.83333333,92.66666667
1970-01-01 13:38,27.5,92.5
1970-01-01 13:39,27.5,92.83333333
1970-01-01 13:40,44,92.5
1970-01-01 13:41,48.5,92.5
1970-01-01 13:42,49,91.16666667
1970-01-01 13:43,41.16666667,91.33333333
1970-01-01 13:44,22.5,91
1970-01-01 13:45,30.33333333,93
1970-01-01 13:46,28.33333333,91.5
1970-01-01 13:47,27.83333333,90.83333333
1970-01-01 13:48,27.66666667,91.16666667
1970-01-01 13:49,34.33333333,93.66666667
1970-01-01 13:50,39.83333333,95.33333333
1970-01-01 13:51,34,94
1970-01-01 13:52,30.66666667,95.83333333
1970-01-01 13:53,32.83333333,96.83333333
1970-01-01 13:54,34.16666667,95.16666667
1970-01-01 13:55,33.2,93.8
1970-01-01 13:56,28.33333333,94
1970-01-01 13:57,29,92.83333333
1970-01-01 13:58,40.4,91.6
1970-01-01 13:59,44,91.16666667
1970-01-01 14:00,39.66666667,92.83333333
1970-01-01 14:01,39.33333333,94.16666667
1970-01-01 14:02,36.83333333,94.16666667
1970-01-01 14:03,33.83333333,93.83333333
1970-01-01 14:04,32.66666667,93
1970-01-01 14:05,32.5,93.66666667
1970-01-01 14:06,32.33333333,93.16666667
1970-01-01 14:07,34.33333333,92.66666667
1970-01-01 14:08,32.16666667,93
1970-01-01 14:09,43.16666667,92
1970-01-01 14:10,38.83333333,90.66666667
1970-01-01 14:11,40.83333333,92
1970-01-01 14:12,39.33333333,91.16666667
1970-01-01 14:13,36,91.33333333
1970-01-01 14:14,33.83333333,92
1970-01-01 14:15,39.66666667,92.66666667
1970-01-01 14:16,38.16666667,92.5
1970-01-01 14:17,33.66666667,92.16666667
1970-01-01 14:18,34.5,91.33333333
1970-01-01 14:19,30.33333333,90.66666667
1970-01-01 14:20,31,91.33333333
1970-01-01 14:21,30.16666667,91.66666667
1970-01-01 14:22,38.5,92.33333333
1970-01-01 14:23,42.5,91.66666667
1970-01-01 14:24,40.33333333,90.83333333
1970-01-01 14:25,33.16666667,90
1970-01-01 14:26,29.83333333,89.83333333
1970-01-01 14:27,28.83333333,90.5
1970-01-01 14:28,30.16666667,90
1970-01-01 14:29,33.5,91
1970-01-01 14:30,32,90.83333333
1970-01-01 14:31,35.33333333,91.33333333
1970-01-01 14:32,36.66666667,92.33333333
1970-01-01 14:33,40,93.66666667
1970-01-01 14:45,34.66666667,91.66666667
1970-01-01 14:46,32.33333333,91.5
1970-01-01 14:47,24.5,90.5
1970-01-01 14:48,28.33333333,90.83333333
1970-01-01 14:49,31.33333333,91.33333333
1970-01-01 14:50,34.83333333,92
1970-01-01 14:51,30.33333333,91.16666667
1970-01-01 14:52,30.16666667,91.66666667
1970-01-01 14:53,26.83333333,91.5
1970-01-01 14:54,25.16666667,91.16666667
1970-01-01 14:55,27.5,91.5
1970-01-01 15:42,29,94
1970-01-01 15:43,28.83333333,93.83333333
1970-01-01 15:44,29.33333333,94.5
1970-01-01 15:45,38.83333333,95.16666667
1970-01-01 15:46,33.5,94.33333333
1970-01-01 15:47,29.16666667,94.5
1970-01-01 15:48,29.33333333,93.5
1970-01-01 15:49,36,94.66666667
1970-01-01 15:50,33,93
1970-01-01 15:52,47.83333333,95.16666667
1970-01-01 15:53,46.16666667,95.33333333
1970-01-01 15:54,40.16666667,94.33333333
1970-01-01 15:55,47,94
1970-01-01 17:34,24.66666667,91.66666667
1970-01-01 17:35,28.33333333,91.66666667
1970-01-01 17:36,35.33333333,92
1970-01-01 17:37,38.66666667,93.16666667
1970-01-01 17:38,38.83333333,94.33333333
1970-01-01 17:39,38.5,95
1970-01-01 17:40,37.5,95.33333333
1970-01-01 17:41,38.16666667,95.16666667
1970-01-01 17:42,36.5,95
1970-01-01 17:43,37,95.16666667
1970-01-01 17:44,41.16666667,95
1970-01-01 17:45,40.33333333,95
1970-01-01 17:46,33.16666667,94.66666667
1970-01-01 17:47,39.5,94
1970-01-01 17:48,39.33333333,93.83333333
1970-01-01 17:49,35.16666667,94.66666667
1970-01-01 17:50,24.66666667,94.33333333
1970-01-01 17:51,24,94.33333333
1970-01-01 17:52,27.83333333,94.83333333
1970-01-01 17:53,36.83333333,96.16666667
1970-01-01 17:54,31.83333333,94
1970-01-01 17:55,25.33333333,94
1970-01-01 17:56,22.33333333,94
1970-01-01 17:57,23.83333333,94.66666667
1970-01-01 17:58,20.16666667,93.33333333
1970-01-01 17:59,25,94.33333333
1970-01-01 18:00,28.66666667,96
1970-01-01 18:01,31.33333333,96.33333333
1970-01-01 18:02,26,96.5
1970-01-01 18:03,24.16666667,96.66666667
1970-01-01 18:04,24.5,95.16666667
1970-01-01 18:05,31.33333333,94.33333333
1970-01-01 18:06,53.16666667,94.83333333
1970-01-01 18:07,55,95.75
1970-01-01 20:14,36,93
1970-01-01 20:15,37.16666667,93.16666667
1970-01-01 20:16,28.16666667,92.33333333
1970-01-01 20:17,27.83333333,92.83333333
1970-01-01 20:18,25.83333333,92
1970-01-01 20:19,26.83333333,92.33333333
1970-01-01 20:20,25,92
1970-01-01 20:21,25.33333333,92.16666667
1970-01-01 20:22,24.33333333,92.5
1970-01-01 20:23,28.33333333,92.83333333
1970-01-01 20:24,28,92.5
1970-01-01 20:25,27.66666667,92.33333333
1970-01-01 20:26,40,94.2
1970-01-01 20:27,37.83333333,93.5
1970-01-01 20:28,24.66666667,93
1970-01-01 20:29,25.66666667,92.66666667
1970-01-01 20:30,28.66666667,92.33333333
1970-01-01 20:31,33.83333333,94
1970-01-01 20:32,28.66666667,92
1970-01-01 20:33,23.5,92
1970-01-01 20:34,24,91
1970-01-01 20:35,25.66666667,91.33333333
1970-01-01 20:36,27.5,91.83333333
